Order 0	number of articles 21	due date 94.2083
3	Aisle 5	Location 18
4	Aisle 1	Location 30
5	Aisle 0	Location 23
6	Aisle 4	Location 20
7	Aisle 0	Location 13
8	Aisle 4	Location 37
9	Aisle 1	Location 18
10	Aisle 1	Location 20
11	Aisle 4	Location 32
12	Aisle 0	Location 41
13	Aisle 4	Location 3
14	Aisle 0	Location 18
15	Aisle 2	Location 15
16	Aisle 1	Location 21
17	Aisle 3	Location 22
Order 66	number of articles 21	due date 615.208
0	Aisle 0	Location 42
1	Aisle 5	Location 36
2	Aisle 2	Location 28
3	Aisle 2	Location 2
4	Aisle 4	Location 0
5	Aisle 1	Location 23
6	Aisle 3	Location 39
7	Aisle 1	Location 13
8	Aisle 0	Location 43
9	Aisle 3	Location 29
10	Aisle 1	Location 31
11	Aisle 1	Location 1
12	Aisle 1	Location 26
13	Aisle 0	Location 21
14	Aisle 18	Location 11
15	Aisle 0	Location 2
16	Aisle 1	Location 12
17	Aisle 0	Location 17
18	Aisle 0	Location 31
19	Aisle 2	Location 18
20	Aisle 1	Location 17
Order 67	number of articles 13	due date 511.208
0	Aisle 3	Location 12
1	Aisle 4	Location 12
2	Aisle 0	Location 44
3	Aisle 0	Location 34
4	Aisle 0	Location 9
5	Aisle 3	Location 42
6	Aisle 1	Location 3
7	Aisle 5	Location 32
8	Aisle 5	Location 12
9	Aisle 3	Location 18
10	Aisle 1	Location 30
11	Aisle 5	Location 42
12	Aisle 2	Location 13
Order 68	number of articles 12	due date 679.208
0	Aisle 4	Location 9
1	Aisle 2	Location 22
2	Aisle 4	Location 22
3	Aisle 15	Location 32
4	Aisle 14	Location 30
5	Aisle 0	Location 36
6	Aisle 1	Location 20
7	Aisle 0	Location 32
8	Aisle 4	Location 40
9	Aisle 5	Location 44
10	Aisle 0	Location 33
11	Aisle 0	Location 26
Order 69	number of articles 20	due date 441.208
0	Aisle 9	Location 42
1	Aisle 0	Location 15
2	Aisle 1	Location 35
3	Aisle 0	Location 38
4	Aisle 1	Location 6
5	Aisle 5	Location 6
6	Aisle 1	Location 30
7	Aisle 0	Location 13
8	Aisle 4	Location 15
9	Aisle 1	Location 34
10	Aisle 3	Location 25
11	Aisle 4	Location 17
12	Aisle 2	Location 36
13	Aisle 15	Location 44
14	Aisle 4	Location 24
15	Aisle 0	Location 44
16	Aisle 4	Location 35
17	Aisle 1	Location 29
18	Aisle 0	Location 33
19	Aisle 5	Location 14
Order 70	number of articles 18	due date 249.208
0	Aisle 0	Location 32
1	Aisle 5	Location 11
2	Aisle 14	Location 37
3	Aisle 2	Location 3
4	Aisle 1	Location 9
5	Aisle 9	Location 27
6	Aisle 4	Location 31
7	Aisle 1	Location 35
8	Aisle 5	Location 8
9	Aisle 1	Location 8
10	Aisle 5	Location 36
11	Aisle 0	Location 41
12	Aisle 4	Location 33
13	Aisle 0	Location 4
14	Aisle 2	Location 18
15	Aisle 1	Location 33
16	Aisle 0	Location 21
17	Aisle 19	Location 8
Order 71	number of articles 5	due date 423.208
0	Aisle 0	Location 20
1	Aisle 1	Location 44
2	Aisle 0	Location 6
3	Aisle 1	Location 11
4	Aisle 5	Location 29
Order 72	number of articles 15	due date 528.208
0	Aisle 1	Location 32
1	Aisle 3	Location 12
2	Aisle 14	Location 38
3	Aisle 0	Location 10
4	Aisle 0	Location 27
5	Aisle 5	Location 22
6	Aisle 2	Location 35
7	Aisle 1	Location 12
8	Aisle 8	Location 7
9	Aisle 16	Location 15
10	Aisle 15	Location 32
11	Aisle 12	Location 6
12	Aisle 0	Location 29
13	Aisle 19	Location 30
14	Aisle 3	Location 26
Order 73	number of articles 23	due date 739.208
0	Aisle 1	Location 39
1	Aisle 14	Location 20
2	Aisle 4	Location 3
3	Aisle 0	Location 35
4	Aisle 4	Location 4
5	Aisle 2	Location 15
6	Aisle 1	Location 29
7	Aisle 1	Location 43
8	Aisle 2	Location 37
9	Aisle 3	Location 23
10	Aisle 0	Location 27
11	Aisle 1	Location 3
12	Aisle 0	Location 14
13	Aisle 0	Location 30
14	Aisle 4	Location 15
15	Aisle 1	Location 42
16	Aisle 4	Location 29
17	Aisle 1	Location 14
18	Aisle 0	Location 28
19	Aisle 1	Location 37
20	Aisle 0	Location 40
21	Aisle 4	Location 5
22	Aisle 2	Location 30
Order 74	number of articles 6	due date 547.208
0	Aisle 4	Location 29
1	Aisle 0	Location 19
2	Aisle 0	Location 23
3	Aisle 14	Location 42
4	Aisle 0	Location 24
5	Aisle 3	Location 10
Order 75	number of articles 8	due date 363.208
0	Aisle 1	Location 27
1	Aisle 2	Location 23
2	Aisle 4	Location 44
3	Aisle 3	Location 13
4	Aisle 0	Location 27
5	Aisle 5	Location 32
6	Aisle 0	Location 31
7	Aisle 4	Location 34
Order 76	number of articles 6	due date 541.208
0	Aisle 3	Location 36
1	Aisle 2	Location 39
2	Aisle 15	Location 38
3	Aisle 5	Location 7
4	Aisle 17	Location 38
5	Aisle 1	Location 12
Order 77	number of articles 13	due date 406.208
0	Aisle 14	Location 9
1	Aisle 15	Location 1
2	Aisle 5	Location 35
3	Aisle 2	Location 23
4	Aisle 4	Location 41
5	Aisle 1	Location 42
6	Aisle 2	Location 18
7	Aisle 5	Location 12
8	Aisle 5	Location 44
9	Aisle 2	Location 33
10	Aisle 0	Location 10
11	Aisle 3	Location 17
12	Aisle 4	Location 8
Order 78	number of articles 14	due date 311.208
0	Aisle 4	Location 9
1	Aisle 1	Location 3
2	Aisle 0	Location 13
3	Aisle 3	Location 5
4	Aisle 17	Location 36
5	Aisle 1	Location 19
6	Aisle 1	Location 17
7	Aisle 19	Location 3
8	Aisle 0	Location 25
9	Aisle 2	Location 26
10	Aisle 1	Location 28
11	Aisle 8	Location 0
12	Aisle 2	Location 40
13	Aisle 5	Location 4
Order 79	number of articles 10	due date 509.208
0	Aisle 0	Location 19
1	Aisle 0	Location 15
2	Aisle 5	Location 23
3	Aisle 2	Location 21
4	Aisle 3	Location 8
5	Aisle 1	Location 29
6	Aisle 1	Location 7
7	Aisle 2	Location 25
8	Aisle 1	Location 44
9	Aisle 1	Location 6
