Order 0	number of articles 16	due date 315.625
9	Aisle 5	Location 3
10	Aisle 0	Location 14
11	Aisle 1	Location 39
12	Aisle 1	Location 17
13	Aisle 4	Location 35
14	Aisle 1	Location 38
15	Aisle 1	Location 31
16	Aisle 5	Location 7
17	Aisle 0	Location 21
18	Aisle 5	Location 34
19	Aisle 18	Location 20
20	Aisle 3	Location 44
21	Aisle 0	Location 39
Order 59	number of articles 8	due date 263.625
0	Aisle 13	Location 9
1	Aisle 0	Location 35
2	Aisle 0	Location 16
3	Aisle 0	Location 23
4	Aisle 0	Location 44
5	Aisle 3	Location 14
6	Aisle 5	Location 34
7	Aisle 0	Location 7
Order 60	number of articles 15	due date 45.625
0	Aisle 0	Location 14
1	Aisle 0	Location 24
2	Aisle 2	Location 44
3	Aisle 4	Location 12
4	Aisle 5	Location 27
5	Aisle 2	Location 43
6	Aisle 5	Location 32
7	Aisle 5	Location 24
8	Aisle 1	Location 34
9	Aisle 0	Location 17
10	Aisle 2	Location 3
11	Aisle 1	Location 42
12	Aisle 1	Location 44
13	Aisle 5	Location 4
14	Aisle 4	Location 2
Order 61	number of articles 19	due date 129.625
0	Aisle 1	Location 33
1	Aisle 0	Location 30
2	Aisle 3	Location 40
3	Aisle 4	Location 10
4	Aisle 0	Location 15
5	Aisle 3	Location 15
6	Aisle 0	Location 29
7	Aisle 4	Location 15
8	Aisle 0	Location 4
9	Aisle 1	Location 2
10	Aisle 0	Location 19
11	Aisle 1	Location 18
12	Aisle 0	Location 35
13	Aisle 4	Location 44
14	Aisle 0	Location 7
15	Aisle 1	Location 29
16	Aisle 0	Location 14
17	Aisle 2	Location 16
18	Aisle 1	Location 14
Order 62	number of articles 6	due date 145.625
0	Aisle 0	Location 0
1	Aisle 14	Location 6
2	Aisle 1	Location 26
3	Aisle 5	Location 26
4	Aisle 2	Location 6
5	Aisle 6	Location 19
Order 63	number of articles 19	due date 401.625
0	Aisle 0	Location 26
1	Aisle 0	Location 38
2	Aisle 4	Location 39
3	Aisle 2	Location 16
4	Aisle 5	Location 24
5	Aisle 0	Location 33
6	Aisle 3	Location 4
7	Aisle 4	Location 9
8	Aisle 1	Location 7
9	Aisle 3	Location 26
10	Aisle 5	Location 5
11	Aisle 19	Location 12
12	Aisle 1	Location 18
13	Aisle 5	Location 0
14	Aisle 0	Location 40
15	Aisle 5	Location 18
16	Aisle 0	Location 1
17	Aisle 1	Location 43
18	Aisle 0	Location 12
Order 64	number of articles 17	due date 315.625
0	Aisle 1	Location 27
1	Aisle 0	Location 3
2	Aisle 1	Location 25
3	Aisle 12	Location 30
4	Aisle 0	Location 1
5	Aisle 5	Location 19
6	Aisle 5	Location 13
7	Aisle 3	Location 23
8	Aisle 0	Location 40
9	Aisle 2	Location 10
10	Aisle 5	Location 28
11	Aisle 3	Location 11
12	Aisle 0	Location 12
13	Aisle 6	Location 27
14	Aisle 1	Location 20
15	Aisle 5	Location 34
16	Aisle 1	Location 10
Order 65	number of articles 22	due date 67.625
0	Aisle 2	Location 17
1	Aisle 16	Location 8
2	Aisle 2	Location 36
3	Aisle 1	Location 34
4	Aisle 4	Location 27
5	Aisle 0	Location 24
6	Aisle 1	Location 13
7	Aisle 9	Location 6
8	Aisle 9	Location 0
9	Aisle 4	Location 7
10	Aisle 1	Location 12
11	Aisle 1	Location 17
12	Aisle 0	Location 5
13	Aisle 3	Location 24
14	Aisle 3	Location 4
15	Aisle 5	Location 0
16	Aisle 1	Location 39
17	Aisle 1	Location 40
18	Aisle 3	Location 35
19	Aisle 5	Location 28
20	Aisle 0	Location 4
21	Aisle 2	Location 25
Order 66	number of articles 5	due date 120.625
0	Aisle 2	Location 43
1	Aisle 18	Location 7
2	Aisle 0	Location 38
3	Aisle 4	Location 18
4	Aisle 0	Location 18
Order 67	number of articles 10	due date 383.625
0	Aisle 1	Location 22
1	Aisle 0	Location 43
2	Aisle 0	Location 7
3	Aisle 0	Location 23
4	Aisle 4	Location 17
5	Aisle 1	Location 3
6	Aisle 1	Location 11
7	Aisle 5	Location 15
8	Aisle 5	Location 22
9	Aisle 0	Location 29
Order 68	number of articles 23	due date 35.625
0	Aisle 10	Location 44
1	Aisle 0	Location 4
2	Aisle 14	Location 10
3	Aisle 4	Location 38
4	Aisle 8	Location 40
5	Aisle 3	Location 36
6	Aisle 1	Location 17
7	Aisle 1	Location 18
8	Aisle 0	Location 25
9	Aisle 0	Location 41
10	Aisle 5	Location 13
11	Aisle 5	Location 26
12	Aisle 1	Location 41
13	Aisle 5	Location 8
14	Aisle 0	Location 3
15	Aisle 1	Location 15
16	Aisle 2	Location 6
17	Aisle 4	Location 24
18	Aisle 1	Location 43
19	Aisle 1	Location 3
20	Aisle 0	Location 34
21	Aisle 1	Location 26
22	Aisle 1	Location 30
Order 69	number of articles 15	due date 48.625
0	Aisle 4	Location 19
1	Aisle 0	Location 18
2	Aisle 4	Location 42
3	Aisle 1	Location 32
4	Aisle 1	Location 10
5	Aisle 0	Location 0
6	Aisle 3	Location 12
7	Aisle 0	Location 39
8	Aisle 17	Location 44
9	Aisle 2	Location 18
10	Aisle 2	Location 1
11	Aisle 1	Location 0
12	Aisle 0	Location 14
13	Aisle 4	Location 12
14	Aisle 0	Location 25
Order 70	number of articles 22	due date 88.625
0	Aisle 4	Location 32
1	Aisle 1	Location 41
2	Aisle 8	Location 23
3	Aisle 15	Location 11
4	Aisle 1	Location 38
5	Aisle 5	Location 19
6	Aisle 12	Location 13
7	Aisle 18	Location 4
8	Aisle 0	Location 28
9	Aisle 5	Location 9
10	Aisle 4	Location 4
11	Aisle 5	Location 24
12	Aisle 5	Location 27
13	Aisle 3	Location 34
14	Aisle 5	Location 17
15	Aisle 5	Location 28
16	Aisle 5	Location 21
17	Aisle 3	Location 12
18	Aisle 3	Location 0
19	Aisle 3	Location 40
20	Aisle 0	Location 40
21	Aisle 3	Location 31
Order 71	number of articles 21	due date 186.625
0	Aisle 1	Location 14
1	Aisle 1	Location 30
2	Aisle 15	Location 31
3	Aisle 0	Location 44
4	Aisle 1	Location 16
5	Aisle 0	Location 34
6	Aisle 5	Location 20
7	Aisle 0	Location 24
8	Aisle 1	Location 33
9	Aisle 0	Location 0
10	Aisle 1	Location 36
11	Aisle 3	Location 26
12	Aisle 5	Location 22
13	Aisle 1	Location 25
14	Aisle 4	Location 4
15	Aisle 1	Location 2
16	Aisle 0	Location 17
17	Aisle 3	Location 2
18	Aisle 4	Location 9
19	Aisle 0	Location 22
20	Aisle 1	Location 38
Order 72	number of articles 7	due date 432.625
0	Aisle 1	Location 32
1	Aisle 1	Location 2
2	Aisle 0	Location 30
3	Aisle 0	Location 13
4	Aisle 2	Location 32
5	Aisle 2	Location 7
6	Aisle 0	Location 44
Order 73	number of articles 9	due date 122.625
0	Aisle 4	Location 5
1	Aisle 1	Location 19
2	Aisle 11	Location 27
3	Aisle 2	Location 13
4	Aisle 3	Location 12
5	Aisle 0	Location 21
6	Aisle 4	Location 4
7	Aisle 2	Location 33
8	Aisle 4	Location 8
Order 74	number of articles 11	due date 423.625
0	Aisle 4	Location 1
1	Aisle 1	Location 41
2	Aisle 4	Location 32
3	Aisle 0	Location 23
4	Aisle 0	Location 21
5	Aisle 1	Location 19
6	Aisle 0	Location 13
7	Aisle 5	Location 33
8	Aisle 1	Location 27
9	Aisle 4	Location 44
10	Aisle 1	Location 14
Order 75	number of articles 20	due date 201.625
0	Aisle 0	Location 40
1	Aisle 0	Location 29
2	Aisle 1	Location 2
3	Aisle 2	Location 18
4	Aisle 14	Location 32
5	Aisle 1	Location 5
6	Aisle 1	Location 33
7	Aisle 0	Location 39
8	Aisle 1	Location 37
9	Aisle 4	Location 25
10	Aisle 4	Location 18
11	Aisle 7	Location 43
12	Aisle 4	Location 36
13	Aisle 5	Location 5
14	Aisle 5	Location 14
15	Aisle 1	Location 34
16	Aisle 0	Location 43
17	Aisle 1	Location 38
18	Aisle 18	Location 31
19	Aisle 0	Location 20
Order 76	number of articles 19	due date 175.625
0	Aisle 16	Location 14
1	Aisle 14	Location 33
2	Aisle 0	Location 36
3	Aisle 16	Location 39
4	Aisle 1	Location 24
5	Aisle 4	Location 27
6	Aisle 1	Location 0
7	Aisle 1	Location 4
8	Aisle 3	Location 24
9	Aisle 1	Location 30
10	Aisle 5	Location 20
11	Aisle 2	Location 17
12	Aisle 1	Location 6
13	Aisle 0	Location 13
14	Aisle 0	Location 19
15	Aisle 3	Location 0
16	Aisle 0	Location 3
17	Aisle 9	Location 10
18	Aisle 1	Location 12
Order 77	number of articles 9	due date 202.625
0	Aisle 3	Location 8
1	Aisle 1	Location 34
2	Aisle 5	Location 43
3	Aisle 1	Location 12
4	Aisle 4	Location 38
5	Aisle 0	Location 25
6	Aisle 3	Location 21
7	Aisle 13	Location 37
8	Aisle 0	Location 31
Order 78	number of articles 6	due date 353.625
0	Aisle 1	Location 2
1	Aisle 1	Location 26
2	Aisle 5	Location 19
3	Aisle 0	Location 2
4	Aisle 2	Location 35
5	Aisle 10	Location 4
Order 79	number of articles 5	due date 345.625
0	Aisle 4	Location 11
1	Aisle 4	Location 21
2	Aisle 0	Location 30
3	Aisle 0	Location 41
4	Aisle 6	Location 43
