Order 0	number of articles 15	due date 708.167
0	Aisle 11	Location 40
1	Aisle 2	Location 30
2	Aisle 9	Location 39
3	Aisle 1	Location 22
4	Aisle 3	Location 22
5	Aisle 3	Location 33
6	Aisle 2	Location 26
7	Aisle 0	Location 39
8	Aisle 3	Location 29
9	Aisle 1	Location 28
10	Aisle 1	Location 20
11	Aisle 16	Location 39
12	Aisle 0	Location 29
13	Aisle 4	Location 27
14	Aisle 0	Location 19
15	Aisle 1	Location 25
16	Aisle 15	Location 11
17	Aisle 1	Location 31
18	Aisle 19	Location 43
19	Aisle 1	Location 10
20	Aisle 5	Location 14
21	Aisle 0	Location 27
Order 64	number of articles 11	due date 692.167
0	Aisle 1	Location 0
1	Aisle 1	Location 31
2	Aisle 3	Location 10
3	Aisle 0	Location 20
4	Aisle 1	Location 29
5	Aisle 0	Location 34
6	Aisle 1	Location 44
7	Aisle 0	Location 37
8	Aisle 0	Location 17
9	Aisle 4	Location 6
10	Aisle 3	Location 31
Order 65	number of articles 6	due date 670.167
0	Aisle 1	Location 30
1	Aisle 1	Location 4
2	Aisle 1	Location 3
3	Aisle 7	Location 0
4	Aisle 4	Location 1
5	Aisle 2	Location 19
Order 66	number of articles 16	due date 743.167
0	Aisle 2	Location 42
1	Aisle 1	Location 11
2	Aisle 4	Location 20
3	Aisle 5	Location 24
4	Aisle 0	Location 22
5	Aisle 1	Location 5
6	Aisle 0	Location 21
7	Aisle 0	Location 28
8	Aisle 4	Location 38
9	Aisle 0	Location 5
10	Aisle 17	Location 10
11	Aisle 5	Location 31
12	Aisle 0	Location 17
13	Aisle 2	Location 40
14	Aisle 1	Location 36
15	Aisle 1	Location 40
Order 67	number of articles 16	due date 598.167
0	Aisle 4	Location 6
1	Aisle 0	Location 4
2	Aisle 14	Location 9
3	Aisle 1	Location 4
4	Aisle 10	Location 4
5	Aisle 0	Location 42
6	Aisle 1	Location 42
7	Aisle 2	Location 13
8	Aisle 1	Location 8
9	Aisle 4	Location 21
10	Aisle 5	Location 30
11	Aisle 0	Location 39
12	Aisle 1	Location 27
13	Aisle 0	Location 14
14	Aisle 2	Location 0
15	Aisle 4	Location 5
Order 68	number of articles 23	due date 746.167
0	Aisle 4	Location 44
1	Aisle 1	Location 5
2	Aisle 1	Location 25
3	Aisle 3	Location 41
4	Aisle 0	Location 44
5	Aisle 1	Location 27
6	Aisle 0	Location 12
7	Aisle 0	Location 8
8	Aisle 2	Location 24
9	Aisle 0	Location 18
10	Aisle 0	Location 41
11	Aisle 5	Location 36
12	Aisle 8	Location 44
13	Aisle 5	Location 44
14	Aisle 3	Location 23
15	Aisle 0	Location 30
16	Aisle 1	Location 18
17	Aisle 2	Location 17
18	Aisle 3	Location 42
19	Aisle 6	Location 33
20	Aisle 5	Location 8
21	Aisle 2	Location 15
22	Aisle 1	Location 39
Order 69	number of articles 16	due date 138.167
0	Aisle 0	Location 11
1	Aisle 5	Location 17
2	Aisle 4	Location 26
3	Aisle 5	Location 39
4	Aisle 2	Location 7
5	Aisle 3	Location 30
6	Aisle 1	Location 1
7	Aisle 5	Location 36
8	Aisle 3	Location 20
9	Aisle 13	Location 11
10	Aisle 0	Location 41
11	Aisle 2	Location 3
12	Aisle 0	Location 17
13	Aisle 1	Location 34
14	Aisle 9	Location 11
15	Aisle 0	Location 21
Order 70	number of articles 8	due date 369.167
0	Aisle 15	Location 44
1	Aisle 4	Location 24
2	Aisle 1	Location 21
3	Aisle 5	Location 2
4	Aisle 13	Location 38
5	Aisle 1	Location 39
6	Aisle 0	Location 3
7	Aisle 1	Location 38
Order 71	number of articles 9	due date 14.1667
0	Aisle 3	Location 40
1	Aisle 0	Location 13
2	Aisle 0	Location 37
3	Aisle 15	Location 14
4	Aisle 3	Location 18
5	Aisle 16	Location 43
6	Aisle 0	Location 23
7	Aisle 2	Location 22
8	Aisle 1	Location 19
Order 72	number of articles 18	due date 736.167
0	Aisle 1	Location 3
1	Aisle 15	Location 33
2	Aisle 4	Location 13
3	Aisle 4	Location 33
4	Aisle 3	Location 0
5	Aisle 0	Location 29
6	Aisle 1	Location 36
7	Aisle 0	Location 33
8	Aisle 4	Location 21
9	Aisle 3	Location 12
10	Aisle 5	Location 16
11	Aisle 5	Location 39
12	Aisle 0	Location 27
13	Aisle 16	Location 29
14	Aisle 3	Location 35
15	Aisle 0	Location 31
16	Aisle 3	Location 43
17	Aisle 1	Location 27
Order 73	number of articles 15	due date 420.167
0	Aisle 1	Location 40
1	Aisle 2	Location 38
2	Aisle 0	Location 19
3	Aisle 1	Location 26
4	Aisle 0	Location 13
5	Aisle 0	Location 10
6	Aisle 18	Location 7
7	Aisle 0	Location 20
8	Aisle 1	Location 3
9	Aisle 5	Location 3
10	Aisle 12	Location 35
11	Aisle 0	Location 33
12	Aisle 0	Location 31
13	Aisle 0	Location 1
14	Aisle 3	Location 32
Order 74	number of articles 18	due date 330.167
0	Aisle 0	Location 14
1	Aisle 1	Location 39
2	Aisle 0	Location 2
3	Aisle 1	Location 7
4	Aisle 5	Location 9
5	Aisle 1	Location 11
6	Aisle 1	Location 18
7	Aisle 3	Location 35
8	Aisle 4	Location 40
9	Aisle 3	Location 8
10	Aisle 2	Location 7
11	Aisle 1	Location 38
12	Aisle 3	Location 37
13	Aisle 2	Location 1
14	Aisle 0	Location 30
15	Aisle 0	Location 31
16	Aisle 2	Location 10
17	Aisle 0	Location 37
Order 75	number of articles 24	due date 712.167
0	Aisle 0	Location 2
1	Aisle 0	Location 25
2	Aisle 5	Location 32
3	Aisle 19	Location 10
4	Aisle 2	Location 9
5	Aisle 2	Location 13
6	Aisle 0	Location 34
7	Aisle 1	Location 27
8	Aisle 1	Location 6
9	Aisle 14	Location 31
10	Aisle 0	Location 7
11	Aisle 0	Location 44
12	Aisle 0	Location 15
13	Aisle 0	Location 28
14	Aisle 4	Location 25
15	Aisle 13	Location 32
16	Aisle 2	Location 12
17	Aisle 2	Location 27
18	Aisle 3	Location 8
19	Aisle 0	Location 23
20	Aisle 2	Location 10
21	Aisle 1	Location 39
22	Aisle 0	Location 42
23	Aisle 5	Location 19
Order 76	number of articles 17	due date 744.167
0	Aisle 5	Location 5
1	Aisle 3	Location 22
2	Aisle 1	Location 8
3	Aisle 0	Location 15
4	Aisle 4	Location 2
5	Aisle 0	Location 14
6	Aisle 0	Location 8
7	Aisle 0	Location 0
8	Aisle 3	Location 9
9	Aisle 1	Location 20
10	Aisle 0	Location 9
11	Aisle 1	Location 23
12	Aisle 3	Location 15
13	Aisle 4	Location 18
14	Aisle 4	Location 43
15	Aisle 0	Location 20
16	Aisle 5	Location 0
Order 77	number of articles 21	due date 180.167
0	Aisle 1	Location 22
1	Aisle 4	Location 3
2	Aisle 2	Location 36
3	Aisle 5	Location 31
4	Aisle 5	Location 22
5	Aisle 3	Location 24
6	Aisle 16	Location 3
7	Aisle 4	Location 26
8	Aisle 0	Location 38
9	Aisle 0	Location 23
10	Aisle 0	Location 33
11	Aisle 0	Location 4
12	Aisle 1	Location 8
13	Aisle 2	Location 10
14	Aisle 1	Location 18
15	Aisle 4	Location 33
16	Aisle 3	Location 6
17	Aisle 0	Location 41
18	Aisle 1	Location 9
19	Aisle 9	Location 15
20	Aisle 12	Location 7
Order 78	number of articles 21	due date 57.1667
0	Aisle 0	Location 17
1	Aisle 3	Location 43
2	Aisle 13	Location 1
3	Aisle 0	Location 41
4	Aisle 1	Location 10
5	Aisle 2	Location 5
6	Aisle 15	Location 31
7	Aisle 5	Location 37
8	Aisle 1	Location 24
9	Aisle 7	Location 22
10	Aisle 13	Location 12
11	Aisle 3	Location 12
12	Aisle 0	Location 25
13	Aisle 1	Location 5
14	Aisle 11	Location 3
15	Aisle 0	Location 22
16	Aisle 3	Location 0
17	Aisle 1	Location 39
18	Aisle 8	Location 30
19	Aisle 0	Location 36
20	Aisle 2	Location 20
Order 79	number of articles 22	due date 116.167
0	Aisle 0	Location 6
1	Aisle 0	Location 0
2	Aisle 1	Location 8
3	Aisle 1	Location 18
4	Aisle 5	Location 22
5	Aisle 0	Location 30
6	Aisle 1	Location 26
7	Aisle 4	Location 16
8	Aisle 1	Location 35
9	Aisle 0	Location 39
10	Aisle 18	Location 40
11	Aisle 0	Location 8
12	Aisle 13	Location 24
13	Aisle 1	Location 27
14	Aisle 1	Location 33
15	Aisle 4	Location 20
16	Aisle 5	Location 32
17	Aisle 2	Location 21
18	Aisle 0	Location 42
19	Aisle 5	Location 33
20	Aisle 4	Location 23
21	Aisle 4	Location 13
